area,family,TaxonName,iNatTaxon,HJ_comment,FPNW_note,First_record_year,First_record_observer,First_Record_Institution_ID,First_Record_Collection_No,First_Record_Location,critical_comments,reviewed,review_status,annotation_status
saanich,Asparagaceae,Hyacinthoides non-scripta,Hyacinthoides non-scripta,TCB Uplands Park 1993.,,,,,,,TCB = T.C. Brayshaw (TL),TL,remaining,remaining
saanich,Asparagaceae,Maianthemum dilatatum,Maianthemum dilatatum,Woods and recent clearings; common throughout.,,,,,,,"J. Davidson Collingwood 1912. D. Charter Mt Tzuhalem 1949. A.S. Harrison Gordon Head 1966, Tod Creek 1967. A. Mackenzie Victoria Ten Mile Pt. 1980. (TL)",TL,remaining,remaining
saanich,Asparagaceae,Maianthemum racemosum ssp. amplexicaule,Maianthemum racemosum amplexicaule,Damp woods; thickets and clearings; occasional throughout.,,,,,,,V.J. Krajina & R.H. Spilsbury Mt Douglas Park 1950. L. Holm Goldstream 1959. J. Hett Goldstream 1962. P.D. Warrington John Dean Park 1964. D. Clark Thetis Lake 2008.(RBCM Herbarium) (TL) ,"TL, AS",complete,remaining
saanich,Asparagaceae,Maianthemum stellatum,Maianthemum stellatum,"Wet, open places; occasional throughout.",,,,,,,J.R. Anderson Cobble Hill 1894. V.J. Krajina & R.H. Spilsbury Mt Douglas Park 1950. W. Bird W Saanich Patricia Bay 1957. P.D. Warrington John Dean Park 1964. S.K. Mann Mt Tzuhalem 2003. (TL) ,"TL, AS",complete,remaining
saanich,Asparagaceae,Muscari armeniacum,Muscari armeniacum,"Several Lomer collections of M. neglectum Victoria, Oak Bay, Saanich. Garden escape. Field work confirmed that the vast majority of Muscari escapes are Muscari armeniacum. The two other species, Muscari neglectum and Muscari aucheri, are uncommon (H. Roemer, pers. comm. 2019). Muscari botryoides commonly cultivated and persisting.",,,,,,,H. Roemer Esquimalt Highrock Park 2019. R. Baxter James Bay 2006. (RBCM Herbarium) (TL),TL,remaining,remaining
saanich,Asparagaceae,Muscari neglectum,Muscari neglectum,"FL Victoria Airport 1996, FL Southgate St 2011, FL Oak Bay 2012.",,,,,,,"E.R. Manton Uplands Park 2012. F. Lomer Saanich, Flower Island 2012. H. Roemer Victoria 2019. (TL)",TL,remaining,remaining
saanich,Asparagaceae,Ornithogalum umbellatum,Ornithogalum umbellatum,"Rocky outcrops Mt Douglas, Uplands Park. Persisting from cultivation.",,,,,,,"V.J. Krajina Victoria, Finlayson Point 1950. K. Dale Saanich Peninsula 1976. T.C. Brayshaw & R.H. Spilsbury Uplands Park 1993. (TL) ",TL,remaining,remaining
saanich,Asparagaceae,Triteleia grandiflora,Triteleia grandiflora,"Open, grassy places; a number of collections in the past indicate that this plant was particularly abundant in Beacon Hill, Oak Bay, and the Uplands; today the species is rare or even extinct in most areas. || var. howellii Howell's Triteleia - var. grandiflora Douglas's Triteleia.",,,,,,,"C. Melburn Beacon Hill 1956. L. Pigert Oak Bay 1975. C. Heimberger Oak Bay 1975.   [var. howellii] J.R. Anderson Thetis Lake 1901. R.W. Pillsbury Uplands 1948. Perhaps var. howellii should be treated separately as T. howellii, as it is in the BC CDC as red-listed with more records of locations. (TL) ",TL,remaining,remaining
saanich,Asparagaceae,Triteleia hyacinthina,Triteleia hyacinthina,"Damp, open, grassy places; very common in the past, particularly in Beacon Hill, Oak Bay, and Saanich.",,,,,,,J.R. Anderson Beacon Hill 1899. W. Taylor Victoria 1913. P. Nagy Mt Finlayson 1995. (TL),"AS, TL",complete,remaining
saanich,Aspleniaceae,Asplenium trichomanes,Asplenium trichomanes,"Cliff crevices and talus slopes; rare; collected at Shoal Bay by J. R. Anderson in 1915, Hebda Partridge Hills on Todd Inlet 1991 open SW-facing, xeric, acidic, basaltic rock with a slope of 10-35 degrees.",,,,,,,"Todd should be Tod. A&O Ceska, H. Roemer Mt N of Glinz Lake 1981.","AS, TL",complete,remaining
saanich,Asteraceae,Achillea filipendulina,Achillea filipendulina,"Marr Lattoria Road recent disturbed ground, Colwood 2007.",,,,,,,"powerlineR/W, Francis-King P","HR, TL",remaining,remaining
saanich,Asteraceae,Achillea millefolium complex,Achillea millefolium,"Fields and roadsides, common throughout; taxonomically difficult autopolyploid. H&C2018 doesn't treat subspecies or varieties.",,,,,,,listed as Achillea millefolium complex,"HR, TL, AS",in progress,remaining
saanich,Asteraceae,Adenocaulon bicolor,Adenocaulon bicolor,"Moist, shady woods; common throughout.",,,,,,,,AS,complete,remaining
saanich,Asteraceae,Agoseris glauca var. glauca,Agoseris glauca glauca,"Check at V. CPNWH no area records, CDC explorer no area records.",,,,,,,Why var. glauca? See annotation in Flora of the Saanich Peninsula p. 92. A. glauca appears separately from subtaxa in Flora PNWchecklist. ALSO NO RECORDS FOUND YET. (TL),TL,remaining,remaining
saanich,Asteraceae,Agoseris grandiflora var. leptophylla,Agoseris grandiflora leptophylla,"Eastham Thetis Lake 1941, A&OC View Royal waterfront 1976, RTO Wesley Hill, Royal Oak 1988, A&OC Oldfield Road 1976, A&OC Mt Douglas 1976. Apparently overlooked in original publication.",A. grandiflora can exist without a subtaxon.,,,,,,Why var. leptophylla? These occurences annotated on CPNWH as A. grandiflora. I have reviewed records of all but one and they are annotated as A. grandiflora. I recommend removing var. leptophylla. (TL),"AS, HR, TL",in progress,remaining
saanich,Asteraceae,Agoseris heterophylla,Agoseris heterophylla,"Dry, open grassy places; locally abundant; Victoria, Saanich, Langford, and the Highland district.",,,,,,,"K.I. Beamish Victoria, Mill Hill 1966. A. Ceska Mount Work 1978. H. Roemer Mount Work near summit 1996.","AS, HR, TL",complete,remaining
saanich,Asteraceae,Ambrosia chamissonis,Ambrosia chamissonis,Sandy beaches; locally abundant.,,,,,,,"J.W. Eastham Cadboro Bay 1938. A. Ceska, R. Ogilvie Little Trial Island 1981. K. Marr Langford 2007. (TL)",TL,remaining,remaining
saanich,Asteraceae,Anaphalis margaritacea,Anaphalis margaritacea,Open woods and roadbanks; common throughout.,,,,,,,,"TL, AS",complete,remaining
saanich,Asteraceae,Anisocarpus madioides,Anisocarpus madioides,"Open woods, sporadic in Brentwood, Goldstream, Chatham Islands, and Highlands.",,,,,,,J. Fenneman Thetis Lake 2006. J. Gatten Brentwood Bay 2007. N. Turner Victoria 2009. C. Paley Mill Bay 2013. (TL),"AS, TL commas added after Goldstream and Chatham Islands",complete,remaining
saanich,Asteraceae,Antennaria anaphaloides,Antennaria anaphaloides,Grassy foothills; rare; Highland district. No vouchers located.,,,,,,,A.&O. Ceska Koksilah River (above Provincial Park) 1986. (TL),TL,remaining,remaining
saanich,Asteraceae,Antennaria dimorpha,Antennaria dimorpha,Krajina & Spilsbury Mt. Douglas 1950.,,,,,,,UBC Herbarium V53806,TL,remaining,remaining
saanich,Asteraceae,Antennaria neglecta,Antennaria neglecta,"Open woods, grassy places; sporadic throughout. Check at V. no records on CDC Explorer for area.",,,,,,,H. Roemer Ragged Mountain: Sooke Hills 1981. (TL),TL,remaining,remaining
saanich,Asteraceae,Antennaria racemosa,Antennaria racemosa,"Moist, open woods; rare; Goldstream and Langford. A&OC Observatory Hill 1977.",,,,,,,,,remaining,remaining
saanich,Asteraceae,Anthemis arvensis,Anthemis arvensis,Native of Europe; naturalized and occasional in fields and waste places.,,,,,,,K. Newell Victoria 1995. (TL),TL,remaining,remaining
saanich,Asteraceae,Anthemis cotula,Anthemis cotula,Native of Europe; common weed throughout.,,,,,,,A.M. Eastham Saanichton 1934. P. Ramer Brentwood Bay 1951. T.C. Brayshaw Victoria: Glen Lake 1989. (TL),TL,remaining,remaining
saanich,Asteraceae,Arctium lappa,Arctium lappa,Native of Eurasia; occasional weed along roadsides and waste places.,,,,,,,J.R. Anderson Victoria 1897.,TL,remaining,remaining
saanich,Asteraceae,Arctium minus,Arctium minus,Native of Eurasia; sporadic weed along roadsides and waste places. A. tomentosum possible rare introduction.,,,,,,,A.&O. Ceska Blenkinsop Lake 1976. K. Marr Sidney 2007. Only record for A. tomentosum is at RBCM Herbarium located at Cumberland 1976. V186266 (TL),TL,remaining,remaining
saanich,Asteraceae,Arnica cordifolia,Arnica cordifolia,"Open woods; rare; restricted to the Mount Finlayson area. No voucher found, no Saanich Peninsula collections known.",,,,,,,,,remaining,remaining
saanich,Asteraceae,Artemisia absinthium,Artemisia absinthium,Native of Europe; occasional in fields and waste places throughout.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Artemisia biennis,Artemisia biennis,"Waste places in sandy soil; rare; Saanich. Goddard Elk Lake 1934, Fenneman garden weed off Gladiola Ave. 2009.",,,,,,,Period instead of comma after 1934. (TL),TL,remaining,remaining
saanich,Asteraceae,Artemisia campestris var. scouleriana,Artemisia campestris pacifica,"Open places; occasional; circumboreal; Victoria, Oak Bay; Saanich, and Island View Beach. A&OC report A. borealis = A.c. var. b. from D'Arcy 1977.",,,,,,,"??? (TL) I can provide a download of Björk, C.R. 2021. Notes on the Artemisia campestris complex in northwestern North America. Phytoneuron 2021-73: 1–33.
Published 30 December 2021. ISSN 2153 733X (TL)",TL,remaining,remaining
saanich,Asteraceae,Artemisia suksdorfii,Artemisia suksdorfii,Sandy beaches; locally abundant throughout.,,,,,,,"T.M.C. Taylor Saanichton 1952. A. Fisk, B.W. Davies, N. Chapman Gordon Head 1965. A. Ceska Saanich Peninsula 1970. More records upon request. (TL)","AS, TL",complete,remaining
saanich,Asteraceae,Artemisia vulgaris,Artemisia vulgaris,Native of Europe; sporadically established in waste places., ,,,,,,,,remaining,remaining
saanich,Asteraceae,Balsamorhiza deltoidea,Balsamorhiza deltoidea,"Open, dry, grassy places; sporadic; Beacon Hill, Victoria, Royal Oak, Langford, and Thetis Lake Park, where it is most common. Hartwell & Donovan Mill Hill.",,,,,,,Red-listed. (TL) ,TL,remaining,remaining
saanich,Asteraceae,Bellis perennis,Bellis perennis,Native of Europe; lawns and waste places; common throughout.,,,,,,,,AS,complete,remaining
saanich,Asteraceae,Bidens amplissima,Bidens amplissima,"JP Todd Creek 2014, McCoy Colwood lake, Langford Lake, Glen Lake, Florence Lake 2012, Elk Lake, Beaver Lake, Rithet's Bog, Blenkinsop Lake, Colqiitz River, Cedar Hill Golf Course, Bow Pond, Swan Lake, Panama Flats.",,,,,,,J. Penny Tod (not Todd) Creek 2014. McCoy Colwood Lake. N.B.: Colqiitz River = Colquitz River NOTICE 3 MISTAKES. (TL),,remaining,remaining
saanich,Asteraceae,Bidens cernua,Bidens cernua,Wet ground; widespread throughout.,,,,,,,,AS,complete,remaining
saanich,Asteraceae,Calendula officinalis,Calendula officinalis,Native of Europe; casual garden escapee; Victoria. Marr opposite Saanich Community Church 2007. FL Cleared rubbly area in vacant lot Gonzales Bay.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Canadanthus modestus,Canadanthus modestus,"Moist woodland; rare; known only from Goldstream, where it was collected by M. C. Melburn in 1961. Voucher not found.",,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea calcitrapa,Centaurea calcitrapa,European and African appearing on ballast. No voucher found. On Lomer & Penny's non-established list.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea cyanus,Centaurea cyanus,"Native of Europe; fields, roadsides, and waste places; cultivated as an ornamental and now established throughout.",,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea diffusa,Centaurea diffusa,Marr roadside Colwood 2007. iNaturalist observation Esquimalt 2020.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea jacea,Centaurea jacea,GD excluded one collection at Cedar Hill.,,,,,,,GD = G. Douglas (TL),TL,remaining,remaining
saanich,Asteraceae,Centaurea melitensis,Centaurea melitensis,Native of Europe; listed in A Preliminary Catalogue of the Flora of Vancouver and Queen Charlotte Islands; Esquimalt; specimen not examined. No voucher found.,,,,,,,J. Fenneman Tumbo Island 2007. (TL) from E-Flora BC photo gallery. Transfer to Gulf Isands list. (TL),TL,remaining,remaining
saanich,Asteraceae,Centaurea montana,Centaurea montana,"Krajina, Spilsbury and Szczawinski Finlayson Point 1950. Bennet Avebury Ave. 2015. Many iNaturalist reports for peninsula throughout.",,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea nigra,Centaurea nigra,Native of Europe; fields and waste places; sporadic throughout. Marr Galloping Goose Trail 2007.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea nigrescens,Centaurea nigrescens,Native of Europe; published in the Provincial Museum Report (1921) as occurring in Victoria; specimen not examined. Fenneman Metchosin 2006.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Centaurea stoebe,Centaurea stoebe,Native of Europe; roadsides and waste places; sporadic weed throughout.,C. stoebe ssp. australis is the only subtaxon for C. stoebe in FPNW2. (TL),,,,,,[Not on Harvey's Revised list. CPNWH note: Centaurea stoebe L. ssp. micranthos (Gugler) Hayek = Centaurea stoebe L. ssp. australis (A. Kern) Greuter. C. stoebe ssp. australis is the only subtaxon for C. stoebe in FPNW2.]  V. Goddard Richmond Rd near Jubilee Hospital 1932. C. Knighton Metchosin 1994. F. Lomer Colwood 2002.  K. Marr Langford (Galloping Goose Trail) 2007. (TL)  ,TL,remaining,remaining
saanich,Asteraceae,Cichorium intybus,Cichorium intybus,Native of Eurasia; roadsides and waste places; common throughout.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Cirsium arvense,Cirsium arvense,Native of Eurasia; a noxious weed of fields and waste places throughout.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Cirsium brevistylum,Cirsium brevistylum,"Moist places and ditches; sporadic; Victoria, Elk Lake, Langford, and Goldstream.",,,,,,,This species is native in origin. (BC Species and Ecosystems Explorer) (TL),TL,remaining,remaining
saanich,Asteraceae,Cirsium edule var. macounii,Cirsium edule macounii,"Wet meadows and moist, open woods; occasional in Goldstream and Langford.",not in FPNW2,,,,,,,,remaining,remaining
saanich,Asteraceae,Cirsium vulgare,Cirsium vulgare,Native of Europe; widely established as a weed throughout.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Conyza canadensis,Erigeron canadensis,Waste places and disturbed soil; occasional throughout.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Cota tinctoria,Cota tinctoria,Native of Europe; an occasional escapee from cultivation.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Cotula coronopifolia,Cotula coronopifolia,Native of South Africa; tidal flats and moist places; common in Sidney and Goldstream and sporadic throughout in suitable habitats.,,,,,,,T.M.C. Taylor Sidney 1934. K. Marr N. Saanich 2007. V. George Saanich  2012. (TL) [Also J. Fenneman Cabbage Island 2007. For Gulf Island list?] (TL),TL,remaining,remaining
saanich,Asteraceae,Crepis capillaris,Crepis capillaris,"Native of Europe; established as a weed of pastures, lawns, and waste places throughout.",,,,,,,J.W. Eastham Sidney 1939. A.&O. Ceska Tillicum Park 1976. K. Marr Hartland Landfill 2007. S. Rivest Albert Head 2019. (TL),TL,remaining,remaining
saanich,Asteraceae,Crepis intermedia,Crepis intermedia,Melburn's Island View Beach collections misidentified; not present GD.,,,,,,,GD = G. Douglas (TL) ,TL,remaining,remaining
saanich,Asteraceae,Crepis modocensis,Crepis modocensis,Melburn's Island View Beach collections misidentified; not present GD.,,,,,,,GD = G. Douglas (TL) ,TL,remaining,remaining
saanich,Asteraceae,Crepis runcinata,Crepis runcinata,Melburn's Island View Beach collections misidentified; not present GD.,,,,,,,GD = G. Douglas (TL) ,TL,remaining,remaining
saanich,Asteraceae,Crocidium multicaule,Crocidium multicaule,"Sandy places; rare; collected by M.C. Melburn at Mount Finlayson in 1960 and A.F. Szczawinski at Island View Beach in 1968. A&OC Skirt Mountain 1975, 2018. A&OC Joycelyn Hill 1989.",,,,,,,A&OC = A.&O. Ceska (2 instances) (TL),TL,remaining,remaining
saanich,Asteraceae,Doronicum pardalianches,Doronicum pardalianches,Native of Europe; rare; occasional escapee from cultivation.,,,,,,,,,remaining,remaining
saanich,Asteraceae,Erigeron philadelphicus,Erigeron philadelphicus,"Moist, disturbed soil; occasional; Uplands, Patricia Bay, and Sidney; noticeably decreasing in its distribution.",,,,,,,"W. Taylor Victoria 1913. 4 records from Port Alberni, two of which are the red-listed E. philadelphicus var. glaber which can be produced if desired (TL)",TL,remaining,remaining
